poř.,titul,titul orig.,distributor,formát,premiéra,produkce,předst.,diváci,tržby,předst._celkem,diváci_celkem,tržby_celkem,rok,předst,předst_celkem,číslo,úprava,kopií,čisté tržby,pořadí,český název,orig. název,země,diváků,čistá tržba,titul cz,titul orig,prod
5,,,Space Films,,2000-03-16 00:00:00,,,243061,14982671,,,,2000,3691,,,,,,,,,,,,Musíme si pomáhat,Musíme si pomáhat,CZ
6,,,Falcon,,2000-08-10 00:00:00,,,214251,16877389,,,,2000,2692,,,,,,,,,,,,60 sekund,Gone in 60 Seconds,US
7,,,Bontonfilm,,2000-02-17 00:00:00,,,213470,15634986,,,,2000,3506,,,,,,,,,,,,Americká krása,American Beauty,US
8,,,Falcon,,2000-02-24 00:00:00,,,209390,15842212,,,,2000,2524,,,,,,,,,,,,Johanka z Arku,Joan of Arc,FR
9,,,Falcon,,2000-10-05 00:00:00,,,188250,14338862,,,,2000,2251,,,,,,,,,,,,Cesta z města,Cesta z města,CZ
10,,,Bontonfilm,,1999-10-07 00:00:00,,,184184,10152809,,,,2000,2440,,,,,,,,,,,,"Prci, prci, prcičky",American Pie,US
11,,,Warner Bros,,2000-02-10 00:00:00,,,182198,10523055,,,,2000,2663,,,,,,,,,,,,South Park: Peklo na zemi,"South Park: Bigger, Longer & Uncut",US
12,,,Falcon,,2000-07-20 00:00:00,,,168240,13837926,,,,2000,2376,,,,,,,,,,,,Patriot,Patriot,US
13,,,Falcon,,2000-11-09 00:00:00,,,152184,10733109,,,,2000,1857,,,,,,,,,,,,Dinosaurus,Dinosaur,US
14,,,Space Films,,1999-04-08 00:00:00,,,144740,7000434,,,,2000,1837,,,,,,,,,,,,Pelíšky,Pelíšky,CZ
15,,,Intersonic,,2000-09-21 00:00:00,,,136493,11919461,,,,2000,2293,,,,,,,,,,,,Můj soused zabiják,"Whole Nine Yards, the",US
16,,,Bontonfilm,,2000-01-13 00:00:00,,,128218,10337863,,,,2000,2570,,,,,,,,,,,,Jeden svět nestačí,"World Is Not Enough, the",US
17,,,Bontonfilm,,2000-08-31 00:00:00,,,123541,9626062,,,,2000,2451,,,,,,,,,,,,Mission: Impossible 2,Mission: Impossible 2,US
18,,,Bontonfilm,,1999-12-16 00:00:00,,,123502,7838411,,,,2000,1918,,,,,,,,,,,,Záhada Blair Witch,Blair Witch Project,US
19,,,Bontonfilm,,2000-03-30 00:00:00,,,110225,7494952,,,,2000,2753,,,,,,,,,,,,Pláž,"Beach, the",BR
20,,,Intersonic,,2000-03-09 00:00:00,,,107486,7457934,,,,2000,2279,,,,,,,,,,,,Muž na Měsíci,"Man on the Moon, the",US
21,,,Falcon,,2000-03-30 00:00:00,,,106606,6169325,,,,2000,2362,,,,,,,,,,,,Myšák Stuart Little,Stuart Little,US
22,,,Intersonic,,1999-11-04 00:00:00,,,92013,5064757,,,,2000,1971,,,,,,,,,,,,Vikingové,"13th Warrior, the",US
23,,,Falcon,,2000-03-02 00:00:00,,,88929,5468183,,,,2000,1910,,,,,,,,,,,,Toy Story 2: Příběh hraček,Toy Story 2,US
24,,,Bontonfilm,,2000-10-05 00:00:00,,,87258,7078214,,,,2000,1864,,,,,,,,,,,,X-Men,X-Men,US
25,,,Warner Bros,,2000-07-06 00:00:00,,,81420,6248159,,,,2000,1979,,,,,,,,,,,,Eyes Wide Shut,Eyes Wide Shut,US
26,,,Bontonfilm,,2000-02-10 00:00:00,,,80815,5961877,,,,2000,1918,,,,,,,,,,,,Klub rváčů,Fight Club,US
27,,,Falcon,,2000-09-21 00:00:00,,,79191,6439242,,,,2000,1743,,,,,,,,,,,,Muž bez stínu,Hollow Man,US
28,,,Falcon,,2000-08-24 00:00:00,,,78120,5956715,,,,2000,1548,,,,,,,,,,,,"Rabín, kněz a krásná blondýna",Keeping the Faith,US
29,,,Falcon,,1999-11-18 00:00:00,,,75881,4120401,,,,2000,1551,,,,,,,,,,,,Tarzan,Tarzan,US
30,,,Bontonfilm,,2000-03-16 00:00:00,,,75508,5923019,,,,2000,1721,,,,,,,,,,,,Zelená míle,Green Mile,US
31,,,Bontonfilm,,2000-04-27 00:00:00,,,73953,5325337,,,,2000,2173,,,,,,,,,,,,Ospalá díra,Sleepy Hollow,US
32,,,Falcon,,2000-02-17 00:00:00,,,71849,5407790,,,,2000,1706,,,,,,,,,,,,Sběratel kostí,"Bone Collector, the",US
33,,,Falcon,,2000-05-04 00:00:00,,,71025,5449538,,,,2000,2226,,,,,,,,,,,,Mise na Mars,Mission to Mars,US
34,,,Bontonfilm,,2000-03-09 00:00:00,,,68383,3173706,,,,2000,1545,,,,,,,,,,,,Král sokolů,Král sokolů,CZ
35,,,Falcon,,2000-08-31 00:00:00,,,67107,4192061,,,,2000,1715,,,,,,,,,,,,Tygrův příběh,"Tigger Movie, the",US
36,,,Falcon,,2000-02-10 00:00:00,,,65389,4650168,,,,2000,1559,,,,,,,,,,,,Ene bene,Ene bene,CZ
37,,,Bontonfilm,,1999-08-19 00:00:00,,,64541,3877212,,,,2000,1576,,,,,,,,,,,,Mumie,"Mummy, the",US
38,,,Falcon,,2000-04-13 00:00:00,,,59245,4612778,,,,2000,1807,,,,,,,,,,,,Erin Brockovich,Erin Brockovich,US
39,,,Warner Bros,,1999-08-05 00:00:00,,,57769,2953306,,,,2000,1322,,,,,,,,,,,,Matrix,Matrix,US
40,,,Intersonic,,1999-10-21 00:00:00,,,55835,2766316,,,,2000,1239,,,,,,,,,,,,Nevěsta na útěku,Runaway Bride,US
41,,,Bontonfilm,,2000-09-14 00:00:00,,,54779,3906703,,,,2000,1578,,,,,,,,,,,,"Já, mé druhé já a Irena","Me, Myself & Irene",US
42,,,Intersonic,,2000-01-13 00:00:00,,,52791,3487005,,,,2000,1610,,,,,,,,,,,,"Austin Powers:Špión, který mě vojel",Austin Powers:Spy Who Shagged Me,US
43,,,Falcon,,2000-11-16 00:00:00,,,52750,4839744,,,,2000,1373,,,,,,,,,,,,Podfu(c)k,Snatch,US
44,,,Warner Bros,,2000-09-14 00:00:00,,,50190,4136741,,,,2000,1741,,,,,,,,,,,,Dokonalá bouře,"Perfect Storm, the",US
45,,,Bontonfilm,,2000-08-24 00:00:00,,,49978,3555662,,,,2000,1108,,,,,,,,,,,,Slepičí úlet,Chicken Run,BR
46,,,Sunfilm,,2000-01-13 00:00:00,,,49562,1532831,,,,2000,1006,,,,,,,,,,,,Hanuman,Hanuman,FR
47,,,Bontonfilm,,2000-10-19 00:00:00,,,48791,4324899,,,,2000,1253,,,,,,,,,,,,Ponorka U-571,U-571,US
48,,,Bontonfilm,,2000-10-26 00:00:00,,,48340,3946794,,,,2000,1166,,,,,,,,,,,,Road Trip,Road Trip,US
49,,,Bontonfilm,,2000-07-20 00:00:00,,,46719,3531098,,,,2000,1073,,,,,,,,,,,,Devátá brána,"Ninth Gate, the",US
50,,,Falcon,,2000-11-30 00:00:00,,,46687,4065125,,,,2000,1285,,,,,,,,,,,,Charlieho andílci,Charlie's Angels,US
1,Pelíšky,,Space Films,,1999-04-08 00:00:00,,,914442,55078099,,,,1999,6813,,,,,,,,,,,,,Pelíšky,CZ
2,Mumie,,Bontonfilm,,1999-08-19 00:00:00,,,359713,22448911,,,,1999,2749,,,,,,,,,,,,,"Mummy, the",US
3,Z pekla štěstí,,Bontonfilm,,1999-03-04 00:00:00,,,353060,15646409,,,,1999,3262,,,,,,,,,,,,,Z pekla štěstí,CZ
4,Star Wars:Epizoda I - Skrytá hrozba,,Bontonfilm,,1999-09-16 00:00:00,,,342233,24899057,,,,1999,4190,,,,,,,,,,,,,Star Wars: Ep.I - Phantom Menace,US
5,Matrix,,Warner Bros,,1999-08-05 00:00:00,,,256877,15728407,,,,1999,2839,,,,,,,,,,,,,Matrix,US
6,Návrat idiota,,Cinemart,,1999-02-25 00:00:00,,,237748,13778870,,,,1999,3114,,,,,,,,,,,,,Návrat idiota,CZ
7,"Prci, prci, prcičky",,Bontonfilm,,1999-10-07 00:00:00,,,191744,12902673,,,,1999,1771,,,,,,,,,,,,,American Pie,US
8,Zamilovaný Shakespeare,,Bontonfilm,,1999-03-11 00:00:00,,,178238,10958271,,,,1999,2715,,,,,,,,,,,,,Shakespeare in Love,US
9,Dr. Dolittle,,Bontonfilm,,1998-12-31 00:00:00,,,164893,8880443,,,,1999,2689,,,,,,,,,,,,,Dr. Dolittle,US
10,Zachraňte vojína Ryana,,Bontonfilm,,1998-10-08 00:00:00,,,150459,8985424,,,,1999,2057,,,,,,,,,,,,,Saving Private Ryan,US
11,8 mm,,Falcon,,1999-05-06 00:00:00,,,136505,8658983,,,,1999,2207,,,,,,,,,,,,,8 mm,US
12,Život brouka,,Falcon,,1999-02-25 00:00:00,,,133677,6555733,,,,1999,1964,,,,,,,,,,,,,"Bug's Life, a",US
13,Nevěsta na útěku,,Intersonic,,1999-10-21 00:00:00,,,125966,8544550,,,,1999,1941,,,,,,,,,,,,,Runaway Bride,US
14,Velmi nebezpečné známosti,,Falcon,,1999-06-17 00:00:00,,,124148,7551858,,,,1999,1884,,,,,,,,,,,,,Cruel Intentions,US
15,Láska přes internet,,Warner Bros,,1999-04-01 00:00:00,,,115500,6692627,,,,1999,2146,,,,,,,,,,,,,You've Got Mail,US
16,Notting Hill,,Bontonfilm,,1999-09-02 00:00:00,,,114075,7961574,,,,1999,1761,,,,,,,,,,,,,Notting Hill,BR
17,Byl jednou jeden polda III,,Nový oceán,,1999-01-28 00:00:00,,,112913,5428573,,,,1999,1927,,,,,,,,,,,,,Byl jednou jeden polda III,CZ
18,Vikingové,,Intersonic,,1999-11-04 00:00:00,,,101675,7145195,,,,1999,1338,,,,,,,,,,,,,"13th Warrior, the",US
19,Nepřítel státu,,Falcon,,1999-01-21 00:00:00,,,95947,6853772,,,,1999,2084,,,,,,,,,,,,,Enemy of the State,US
20,Život je krásný,,Intersonic,,1999-04-01 00:00:00,,,91148,5076183,,,,1999,1812,,,,,,,,,,,,,Life Is Beautiful,IT
21,Past,,Bontonfilm,,1999-06-17 00:00:00,,,88487,6048085,,,,1999,2080,,,,,,,,,,,,,Entrapment,BR
22,Vřískot 2,,Intersonic,,1999-01-14 00:00:00,,,85492,4438920,,,,1999,1602,,,,,,,,,,,,,Scream 2,US
23,Něco na té Mary je,,Bontonfilm,,1998-11-12 00:00:00,,,84226,4909822,,,,1999,1751,,,,,,,,,,,,,There's Something About Mary,US
24,Tarzan,,Falcon,,1999-11-18 00:00:00,,,83206,4979087,,,,1999,1282,,,,,,,,,,,,,Tarzan,US
25,Všichni moji blízcí,,Falcon,,1999-10-21 00:00:00,,,80110,5764956,,,,1999,1428,,,,,,,,,,,,,Všichni moji blízcí,CZ
26,Tenká červená linie,,Bontonfilm,,1999-03-18 00:00:00,,,77592,5202847,,,,1999,1769,,,,,,,,,,,,,"Thin Red Line, the",US
27,Asterix a Obelix,,Remake,,1999-07-29 00:00:00,,,76572,4642941,,,,1999,1316,,,,,,,,,,,,,Astérix et Obélix contre César,FR
28,Utopenec na útěku,,Intersonic,,1999-02-04 00:00:00,,,72738,3562951,,,,1999,1558,,,,,,,,,,,,,Wrongfully Accused,US
29,"Seznamte se, Joe Black",,Bontonfilm,,1999-01-07 00:00:00,,,67658,4660387,,,,1999,1712,,,,,,,,,,,,,Meet Joe Black,US
30,Go!,,Falcon,,1999-09-16 00:00:00,,,59344,3937155,,,,1999,1475,,,,,,,,,,,,,Go,US
31,Maffiósso,,Falcon,,1999-01-07 00:00:00,,,58119,3571784,,,,1999,1607,,,,,,,,,,,,,Jane Austen's Mafia,US
32,Lola běží o život,,Sunfilm,,1999-02-11 00:00:00,,,57749,3156330,,,,1999,1166,,,,,,,,,,,,,Run Lola Run,GER
33,Útok z hlubin,,Warner Bros,,1999-10-14 00:00:00,,,57742,3932615,,,,1999,1338,,,,,,,,,,,,,Deep Blue Sea,US
34,Blade,,Warner Bros,,1999-02-04 00:00:00,,,56700,2983487,,,,1999,1492,,,,,,,,,,,,,Blade,US
35,Konec světa,,Falcon,,1999-12-02 00:00:00,,,56554,4234329,,,,1999,1020,,,,,,,,,,,,,End of Days,US
36,Velký Joe,,Falcon,,1999-03-25 00:00:00,,,55310,2969045,,,,1999,1766,,,,,,,,,,,,,Mighty Joe Young,US
37,"Deset důvodů, proč tě nenávidím",,Falcon,,1999-09-02 00:00:00,,,51691,3131624,,,,1999,1299,,,,,,,,,,,,,Ten Things I Hate about You,US
38,Královna Alžběta,,Bontonfilm,,1999-02-25 00:00:00,,,51364,3172919,,,,1999,1161,,,,,,,,,,,,,Elizabeth,BR
39,Wild Wild West,,Warner Bros,,1999-08-26 00:00:00,,,50890,3061698,,,,1999,1675,,,,,,,,,,,,,Wild Wild West,US
40,Lolita,,Intersonic,,1998-12-10 00:00:00,,,50492,2186517,,,,1999,945,,,,,,,,,,,,,Lolita,US
41,Princ Egyptský,,Bontonfilm,,1998-12-25 00:00:00,,,47971,2427832,,,,1999,1398,,,,,,,,,,,,,Prince of Egypt,US
42,Odplata,,Warner Bros,,1999-05-27 00:00:00,,,46415,2897642,,,,1999,1669,,,,,,,,,,,,,Payback,US
43,Je třeba zabít Sekala,,Falcon,,1998-09-03 00:00:00,,,44881,2589936,,,,1999,962,,,,,,,,,,,,,Je třeba zabít Sekala,CZ
44,Armageddon,,Falcon,,1998-08-13 00:00:00,,,44066,2243097,,,,1999,809,,,,,,,,,,,,,Armageddon,US
45,Návrat ztraceného ráje,,Bontonfilm,,1999-05-27 00:00:00,,,44040,2754985,,,,1999,1588,,,,,,,,,,,,,Návrat ztraceného ráje,CZ
46,Stav obležení,,Bontonfilm,,1999-02-18 00:00:00,,,39150,2569641,,,,1999,1378,,,,,,,,,,,,,"Siege, the",US
47,Velký táta,,Falcon,,1999-09-30 00:00:00,,,37164,2505626,,,,1999,1421,,,,,,,,,,,,,Big Daddy,US
48,Panství,,Falcon,,1999-02-11 00:00:00,,,36929,2507942,,,,1999,1240,,,,,,,,,,,,,"Manor, the",CZ
49,Kuře melancholik,,Bontonfilm,,1999-09-30 00:00:00,,,36439,2217412,,,,1999,909,,,,,,,,,,,,,Kuře melancholik,CZ
50,Ronin,,Bontonfilm,,1999-02-11 00:00:00,,,36085,2507828,,,,1999,1274,,,,,,,,,,,,,Ronin,US
1,Titanic,,Bontonfilm,,1998-02-05 00:00:00,,,1050371,79049865,,,,1998,5933,,,,,,,,,,,,,Titanic,US
2,Armageddon,,Falcon,,1998-08-13 00:00:00,,,540783,30753249,,,,1998,2865,,,,,,,,,,,,,Armageddon,US
3,Godzilla,,Falcon,,1998-09-24 00:00:00,,,307062,19080558,,,,1998,2588,,,,,,,,,,,,,Godzilla,US
4,Sedm let v Tibetu,,Intersonic,,1998-02-05 00:00:00,,,296885,15193985,,,,1998,2776,,,,,,,,,,,,,Seven Years in Tibet,US
5,Vetřelec: Vzkříšení,,Bontonfilm,,1998-01-15 00:00:00,,,238144,12390031,,,,1998,2660,,,,,,,,,,,,,Alien Resurrection,US
6,Zachraňte vojína Ryana,,Bontonfilm,,1998-10-08 00:00:00,,,231138,15834455,,,,1998,1874,,,,,,,,,,,,,Saving Private Ryan,US
7,Bean,,Bontonfilm,,1997-10-23 00:00:00,,,218610,9705134,,,,1998,2685,,,,,,,,,,,,,Bean,BR
8,Lepší už to nebude,,Falcon,,1998-03-19 00:00:00,,,218322,13943091,,,,1998,2745,,,,,,,,,,,,,As Good As It Gets,US
9,Čas dluhů,,Bontonfilm,,1998-10-01 00:00:00,,,193645,11197382,,,,1998,1725,,,,,,,,,,,,,Čas dluhů,CZ
10,Drtivý dopad,,Bontonfilm,,1998-05-21 00:00:00,,,166328,9153798,,,,1998,2111,,,,,,,,,,,,,Deep Impact,US
11,Česká soda,,Falcon,,1998-01-29 00:00:00,,,165821,8003036,,,,1998,2034,,,,,,,,,,,,,Česká soda,CZ
12,Hvězdná pěchota,,Falcon,,1998-01-15 00:00:00,,,161604,8617755,,,,1998,2209,,,,,,,,,,,,,Starship Troopers,US
13,Do naha!,,Bontonfilm,,1998-01-29 00:00:00,,,156969,8324470,,,,1998,2419,,,,,,,,,,,,,Full Monty,BR
14,Knoflíkáři,,AstraCinema,,1997-11-20 00:00:00,,,143427,6013949,,,,1998,1720,,,,,,,,,,,,,Knoflíkáři,CZ
15,"Pasti, pasti, pastičky",,Bontonfilm,,1998-04-16 00:00:00,,,142050,7611428,,,,1998,2350,,,,,,,,,,,,,"Pasti, pasti, pastičky",CZ
16,Lotrando a Zubejda,,Space Films,,1997-09-11 00:00:00,,,140536,3832344,,,,1998,1444,,,,,,,,,,,,,Lotrando a Zubejda,CZ
17,Flubber,,Falcon,,1998-04-02 00:00:00,,,133610,6317121,,,,1998,1923,,,,,,,,,,,,,Flubber,US
18,Akta X - film,,Bontonfilm,,1998-09-03 00:00:00,,,125126,7699528,,,,1998,1847,,,,,,,,,,,,,X Files,US
19,Muž se železnou maskou,,Bontonfilm,,1998-05-07 00:00:00,,,118178,6387267,,,,1998,2402,,,,,,,,,,,,,"Man in the Iron Mask, the",US
20,Šakal,,Bontonfilm,,1998-02-19 00:00:00,,,117377,6168629,,,,1998,2024,,,,,,,,,,,,,"Jackal, the",US
21,"Stůj, nebo se netrefím!",,Space Films,,1998-03-12 00:00:00,,,108222,5093739,,,,1998,2041,,,,,,,,,,,,,"Stůj, nebo se netrefím!",CZ
22,Malá mořská víla,,Falcon,,1998-08-27 00:00:00,,,100468,5029965,,,,1998,1254,,,,,,,,,,,,,"Little Mermaid, the",US
23,Něco na té Mary je,,Bontonfilm,,1998-11-12 00:00:00,,,95803,5908453,,,,1998,1182,,,,,,,,,,,,,There's Something About Mary,US
24,Zítřek nikdy neumírá,,Bontonfilm,,1998-01-01 00:00:00,,,93964,5738337,,,,1998,1975,,,,,,,,,,,,,Tomorrow Never Dies,US
25,Pan Magor,,Falcon,,1998-05-28 00:00:00,,,89997,4591537,,,,1998,1593,,,,,,,,,,,,,Mr. Magoo,US
26,Zaříkávač koní,,Falcon,,1998-07-23 00:00:00,,,85225,4925488,,,,1998,1372,,,,,,,,,,,,,"Horse Whisperer, the",US
27,Je třeba zabít Sekala,,Falcon,,1998-09-03 00:00:00,,,82616,4804501,,,,1998,1458,,,,,,,,,,,,,Je třeba zabít Sekala,CZ
28,Svatba mého nejlepšího přítele,,Falcon,,1997-11-27 00:00:00,,,81432,4053998,,,,1998,1450,,,,,,,,,,,,,My Best Friend's Wedding,US
29,Jezerní královna,,Bontonfilm,,1998-02-26 00:00:00,,,79230,2970689,,,,1998,1511,,,,,,,,,,,,,Jezerní královna,CZ
30,Smrtonosná zbraň 4,,Warner Bros,,1998-10-15 00:00:00,,,76400,4639893,,,,1998,1579,,,,,,,,,,,,,Lethal Weapon 4,US
31,Big Lebowski,,Bontonfilm,,1998-07-23 00:00:00,,,75064,4699666,,,,1998,1269,,,,,,,,,,,,,Big Lebowski,US
32,Ztraceni ve vesmíru,,Intersonic,,1998-07-09 00:00:00,,,74878,3680798,,,,1998,1456,,,,,,,,,,,,,Lost in Space,US
33,Zorro: Tajemná tvář,,Falcon,,1998-10-29 00:00:00,,,72699,4859594,,,,1998,1533,,,,,,,,,,,,,"Mask of Zorro, the",US
34,Sám doma 3,,Bontonfilm,,1997-12-18 00:00:00,,,70342,2847201,,,,1998,1447,,,,,,,,,,,,,Home Alone 3,US
35,Hra,,Bontonfilm,,1998-03-05 00:00:00,,,62792,3966909,,,,1998,1667,,,,,,,,,,,,,"Game, the",US
36,Ďáblův advokát,,Warner Bros,,1998-01-22 00:00:00,,,62406,3394176,,,,1998,1450,,,,,,,,,,,,,Devil's Advocate,US
37,Koule,,Warner Bros,,1998-04-23 00:00:00,,,59844,3127526,,,,1998,1661,,,,,,,,,,,,,Sphere,US
38,U-Turn,,Falcon,,1998-02-12 00:00:00,,,59031,3629948,,,,1998,1365,,,,,,,,,,,,,U-Turn,US
39,Hon na myš,,Bontonfilm,,1998-06-25 00:00:00,,,55728,2789128,,,,1998,1416,,,,,,,,,,,,,Mousehunt,US
40,Sopka,,Bontonfilm,,1997-12-04 00:00:00,,,54179,2543795,,,,1998,1383,,,,,,,,,,,,,Volcano,US
41,Muži v černém,,Falcon,,1997-10-09 00:00:00,,,52774,2407230,,,,1998,1000,,,,,,,,,,,,,Men in Black,US
42,Jackie Brownová,,Bontonfilm,,1998-07-16 00:00:00,,,52506,3228070,,,,1998,927,,,,,,,,,,,,,Jackie Brown,US
43,Atlantis,,Intersonic,,1998-10-15 00:00:00,,,51809,2550405,,,,1998,1044,,,,,,,,,,,,,Atlantis,FR
44,Král džungle,,Falcon,,1997-10-23 00:00:00,,,50296,2128617,,,,1998,936,,,,,,,,,,,,,George of the Jungle,US
45,Dobrý Will Hunting,,Intersonic,,1998-11-12 00:00:00,,,49215,3033034,,,,1998,933,,,,,,,,,,,,,Good Will Hunting,US
46,Zachraňte Willyho 3,,Gemini,,1997-10-30 00:00:00,,,49113,1451322,,,,1998,853,,,,,,,,,,,,,Free Willy 3,US
47,Mercury,,Bontonfilm,,1998-07-30 00:00:00,,,47371,2665788,,,,1998,1292,,,,,,,,,,,,,Mercury Rising,US
48,"Šest dní, sedm nocí",,Falcon,,1998-11-05 00:00:00,,,46100,3126966,,,,1998,944,,,,,,,,,,,,,"Six Days, Seven Nights",US
49,Mandragora,,AstraCinema,,1997-10-23 00:00:00,,,44181,1613079,,,,1998,807,,,,,,,,,,,,,Mandragora,CZ
50,Hercules,,Falcon,,1997-11-20 00:00:00,,,42161,1979660,,,,1998,744,,,,,,,,,,,,,Hercules,US
