poř,min_poř,film,distributor,prod,formát,poč_týd,poč_kin,víkend_tržby,víkend_diváci,změna_v_%,poč_kin,min_týden_tržby,min_týden_diváci,celkem_tržby,celkem_diváci,rok,tyden
15,49,Nejhorší člověk na světě,AEROFILMS s.r.o.,NOR,2D,-1,19,121788,868,14.7064,4,38812,269,673507,5016,2022,10
16,15,Klan Gucci,Forum Film Czech s.r.o.,USA,2D,16,14,104884,577,-0.3147,16,200992,1165,21046498.67,123538,2022,10
17,19,Zátopek,FALCON a.s.,CZE,"2D, MP4, DB2",29,19,93175,909,-0.1753,55,226374,2113,60023954.72,400475,2022,10
18,16,Myši patří do nebe,"Cinemart, a.s.",CZE,"2D, MP4",23,13,85051,765,-0.4257,32,203786,1928,15922169.8,121155,2022,10
19,21,Moje krásná příšerka,Bohemia Motion Pictures a.s.,RUS,"2D, MP4",7,14,43639,474,-0.359,16,85667,772,2854004,20572,2022,10
20,14,Haftaňan a tři mušteriéři,Forum Film Czech s.r.o.,ESP,2D,4,19,43511,268,-0.8216,70,269481,1953,2052316,14177,2022,10
1,,Batman,Vertical Entertainment s.r.o.,USA,"2D, IM2, 4D2, DB2",1,217,11230062.31,65805,,64,1454276.28,8268,12684338.59,74073,2022,9
2,1,Tajemství staré bambitky 2,"AQS, a.s. (divize BIOSCOP)",CZE,2D,4,173,4429670,30530,-0.3451,184,7880975.59,53077,39927801.29,269117,2022,9
3,2,Uncharted,FALCON a.s.,USA,"2D, 4D2, DB2, 2DL",4,86,3451794.92,21018,-0.3276,108,6252712.21,37392,30198103.77,181287,2022,9
4,3,"V létě ti řeknu, jak se mám",FALCON a.s.,CZE,2D,3,92,1349589.32,8163,-0.455,160,2935290,18307,11446122.06,72782,2022,9
5,4,Spider-Man: Bez domova,FALCON a.s.,USA,"2D, 3D",12,46,1327234.1,8093,-0.3234,73,2428217.1,15437,108548734.79,653409,2022,9
6,10,Encanto,FALCON a.s.,USA,"2D, 3D",15,35,1047301,6759,0.0864,33,1191103,7928,13508233.8,89611,2022,9
7,9,Zpívej 2,"Cinemart, a.s.",USA,2D,11,54,1046624.64,7397,-0.0278,65,1235851,8453,23350426.96,156801,2022,9
8,7,Srdce na dlani,"Cinemart, a.s.",CZE,2D,7,68,961576,6103,-0.2825,104,1724887.2,11599,25084221.45,159254,2022,9
9,5,Mimořádná událost,"Cinemart, a.s.",CZE,2D,5,95,912429.32,5784,-0.3585,140,1769409.25,11387,14159441.56,91065,2022,9
10,11,Velký červený pes Clifford,"Cinemart, a.s.",USA,2D,9,52,901466,6264,0.0746,47,1029150,6953,13284951.17,88422,2022,9
11,6,Pes,BONTONFILM a.s.,USA,2D,2,72,735646,4355,-0.4703,124,1782838.51,10984,2518484.51,15953,2022,9
12,8,Smrt na Nilu,FALCON a.s.,USA,"2D, DB2",4,51,630863,3609,-0.4358,103,1406371.2,8301,7325408.99,43286,2022,9
13,12,Haftaňan a tři mušteriéři,Forum Film Czech s.r.o.,ESP,2D,3,67,241773,1766,-0.4513,101,492745,3427,1981097,13722,2022,9
14,15,Klan Gucci,Forum Film Czech s.r.o.,USA,2D,15,15,151287,877,-0.0823,21,229321,1426,20892189.67,122675,2022,9
15,21,Myši patří do nebe,"Cinemart, a.s.",CZE,2D,22,22,148079,1289,0.5022,27,167682,1938,15773271.8,119687,2022,9
16,26,Betlémské světlo,"AQS, a.s. (divize BIOSCOP)",CZE,"2D, DB2",-1,6,139248,965,1.3072,6,113382,785,274213,1889,2022,9
17,13,Super-Blb,BONTONFILM a.s.,FRA,2D,3,26,116173,702,-0.7008,58,488008.4,2966,1855114.4,11462,2022,9
18,42,Zátopek,FALCON a.s.,CZE,"2D, MP4, DB2",28,27,112978,1033,7.7777,12,34491,425,59817383.72,398486,2022,9
19,14,Belfast,"Cinemart, a.s.",GBR,2D,2,32,78026,484,-0.7095,126,357265.68,2288,445058.68,2974,2022,9
20,19,Moje krásná příšerka,Bohemia Motion Pictures a.s.,RUS,"2D, MP4",6,11,68079,609,-0.3614,28,134491,1214,2766039,19660,2022,9
1,1,Tajemství staré bambitky 2,"AQS, a.s. (divize BIOSCOP)",CZE,2D,3,175,6763733.59,45248,-0.3036,185,11376845.08,75377,34380889.29,230758,2022,8
2,2,Uncharted,FALCON a.s.,USA,"2D, IM2, 4D2, DB2, 2DL",3,88,5133085.53,30402,-0.2925,123,9013480.01,53276,25626682.17,153279,2022,8
3,3,"V létě ti řeknu, jak se mám",FALCON a.s.,CZE,2D,2,149,2476017,15485,-0.51,217,6123927.74,39291,9637259.74,61797,2022,8
4,4,Spider-Man: Bez domova,FALCON a.s.,USA,"2D, 3D, DB2",11,65,1961387.1,12481,-0.2069,58,3052008.32,18612,106754670.69,642360,2022,8
5,5,Mimořádná událost,"Cinemart, a.s.",CZE,2D,4,119,1422292.25,9051,-0.2849,135,2665435.8,16753,12899895.24,82945,2022,8
6,,Pes,BONTONFILM a.s.,USA,2D,1,111,1388741.51,8521,,3,0,614,1388741.51,9135,2022,8
7,7,Srdce na dlani,"Cinemart, a.s.",CZE,2D,6,82,1340046.2,8660,-0.1235,102,2225045.4,14201,23737804.45,150212,2022,8
8,6,Smrt na Nilu,FALCON a.s.,USA,"2D, DB2",3,87,1117986.98,6516,-0.3164,124,2149315.91,12760,6406161.77,37892,2022,8
9,8,Zpívej 2,"Cinemart, a.s.",USA,2D,10,60,1076541,7254,-0.13,65,1499301,10028,22144492.32,148205,2022,8
10,12,Encanto,FALCON a.s.,USA,2D,14,28,963981,6274,0.0522,27,1111644,7049,12233810.8,81198,2022,8
11,10,Velký červený pes Clifford,"Cinemart, a.s.",USA,2D,8,41,838872,5577,-0.1619,45,1240866,8078,12193207.17,80782,2022,8
12,9,Haftaňan a tři mušteriéři,Forum Film Czech s.r.o.,ESP,2D,2,100,439714,3080,-0.5756,131,1209678,8205,1686193,11609,2022,8
13,11,Super-Blb,BONTONFILM a.s.,FRA,2D,2,50,388230.4,2347,-0.5975,95,1250933,7651,1639163.4,10141,2022,8
14,,Belfast,"Cinemart, a.s.",GBR,2D,1,111,268577.68,1715,,13,9767,59,278344.68,1917,2022,8
15,14,Klan Gucci,Forum Film Czech s.r.o.,USA,2D,14,13,164853,924,-0.3684,28,362786,2254,20661616.67,121202,2022,8
16,13,Vem si mě,"Cinemart, a.s.",USA,2D,3,32,152461,862,-0.6564,85,594996,3522,2861064.88,17142,2022,8
17,17,Moje krásná příšerka,Bohemia Motion Pictures a.s.,RUS,"2D, MP4",5,26,106593,877,-0.2412,27,162717,1178,2670062,18714,2022,8
18,15,Kingsman: První mise,FALCON a.s.,USA,2D,8,12,104685,607,-0.3864,14,223760.32,1260,9212311.64,54125,2022,8
19,20,Myši patří do nebe,"Cinemart, a.s.",CZE,2D,21,16,98572,891,-0.0141,19,133190,1290,15556082.8,117351,2022,8
20,16,Vřískot,Forum Film Czech s.r.o.,USA,2D,7,10,86741,510,-0.4887,14,205692,1206,5608172.54,33363,2022,8
1,1,Tajemství staré bambitky 2,"AQS, a.s. (divize BIOSCOP)",CZE,2D,2,180,9711168.08,64380,-0.2654,235,15602547.62,105572,25951478.7,174513,2022,7
2,2,Uncharted,FALCON a.s.,USA,"2D, IM2, 4D2, DB2, 2DL",2,110,7254858.64,42684,-0.1675,157,11480116.63,69222,18734975.27,112285,2022,7
3,,"V létě ti řeknu, jak se mám",FALCON a.s.,CZE,2D,1,208,5188568.88,32504,,86,1037315,6568,6225883.88,39525,2022,7
4,3,Spider-Man: Bez domova,FALCON a.s.,USA,"2D, 3D, DB2",10,53,2472905.32,14998,-0.0679,53,3424311,20554,104214180.59,626265,2022,7
5,4,Mimořádná událost,"Cinemart, a.s.",CZE,2D,3,109,1988940.8,12374,-0.2141,154,3507085.32,21808,10801107.99,69515,2022,7
6,5,Smrt na Nilu,FALCON a.s.,USA,"2D, DB2",2,100,1635426.4,9608,-0.2837,158,3138858.88,18436,4774285.28,28224,2022,7
7,6,Srdce na dlani,"Cinemart, a.s.",CZE,2D,5,70,1528766.4,9154,-0.3016,118,3140434,19230,21701479.25,136505,2022,7
8,7,Zpívej 2,"Cinemart, a.s.",USA,2D,9,56,1237289,8049,-0.0719,58,1642035,10775,20805939.32,138972,2022,7
9,27,Haftaňan a tři mušteriéři,Forum Film Czech s.r.o.,ESP,2D,1,127,1035872,7056,27.1479,13,36801,324,1072673,7380,2022,7
10,9,Velký červený pes Clifford,"Cinemart, a.s.",USA,2D,7,41,1000900,6340,-0.1366,52,1377648,8834,11114369.17,73467,2022,7
11,,Super-Blb,BONTONFILM a.s.,FRA,2D,1,83,964480,5842,,2,0,143,964480,5985,2022,7
12,10,Encanto,FALCON a.s.,USA,2D,13,23,916120,5541,0.445,21,761302,4906,11074305.8,73416,2022,7
13,8,Vem si mě,"Cinemart, a.s.",USA,2D,2,67,443618,2595,-0.6188,166,1857623.88,11301,2557225.88,15353,2022,7
14,12,Klan Gucci,Forum Film Czech s.r.o.,USA,2D,13,20,260980,1533,-0.2003,19,468754,2673,20394957.67,119557,2022,7
15,13,Kingsman: První mise,FALCON a.s.,USA,2D,7,11,170582.32,946,-0.3756,19,360321,2072,9054448.64,53204,2022,7
16,15,Vřískot,Forum Film Czech s.r.o.,USA,2D,6,14,169638,989,-0.1962,14,294579,1737,5485377.54,32636,2022,7
17,14,Moje krásná příšerka,Bohemia Motion Pictures a.s.,RUS,"2D, MP4",4,23,140473,986,-0.4533,25,289073,1792,2541225,17645,2022,7
18,11,Moonfall,"AQS, a.s. (divize BIOSCOP)",USA,2D,3,31,135118.32,841,-0.7346,79,716796.9,4137,2925176.08,16905,2022,7
19,20,C’mon C’mon,AEROFILMS s.r.o.,USA,"2D, MP4",5,19,104672,763,0.0911,25,131369,938,1152473,8348,2022,7
20,16,Myši patří do nebe,"Cinemart, a.s.",CZE,2D,20,12,99976,771,-0.1397,25,144510,1299,15424296.8,115941,2022,7
1,9,Tajemství staré bambitky 2,"AQS, a.s. (divize BIOSCOP)",CZE,2D,1,233,13218230.62,89791,19.7259,30,637763,4561,13855993.62,94352,2022,6
2,,Uncharted,FALCON a.s.,USA,"2D, IM2, 4D2, DB2",1,143,8714015.97,52354,,1,0,379,8714015.97,52733,2022,6
3,2,Spider-Man: Bez domova,FALCON a.s.,USA,2D,9,44,2652865,15757,-0.0156,97,3408773.85,20825,100969829.27,606470,2022,6
4,1,Mimořádná událost,"Cinemart, a.s.",CZE,2D,2,138,2530698.32,15638,-0.3749,231,5176931.87,33126,7835780.19,50971,2022,6
5,,Smrt na Nilu,FALCON a.s.,USA,"2D, DB2",1,140,2283008.66,13341,,1,0,180,2283008.66,13521,2022,6
6,3,Srdce na dlani,"Cinemart, a.s.",CZE,2D,4,90,2188654,13022,-0.181,146,3560921.22,21863,19220932.85,121143,2022,6
7,4,Zpívej 2,"Cinemart, a.s.",USA,2D,8,50,1333012,8522,-0.2901,115,2264706.42,15348,19265093.32,128709,2022,6
8,,Vem si mě,"Cinemart, a.s.",USA,2D,1,134,1163454.1,7022,,17,255984,1457,1419438.1,8479,2022,6
9,6,Velký červený pes Clifford,"Cinemart, a.s.",USA,2D,6,48,1159179,7404,-0.2807,91,1946866,12838,9895000.17,65697,2022,6
10,7,Encanto,FALCON a.s.,USA,2D,12,18,633984,4039,-0.1869,44,945034,6534,10030867.8,67008,2022,6
11,5,Moonfall,"AQS, a.s. (divize BIOSCOP)",USA,"2D, DB2",2,69,509036.4,2897,-0.6882,197,1987901.86,11306,2582297.26,14824,2022,6
12,13,Klan Gucci,Forum Film Czech s.r.o.,USA,2D,12,14,326343,1775,-0.2152,33,572969.32,3315,19991566.67,117126,2022,6
13,10,Kingsman: První mise,FALCON a.s.,USA,2D,6,16,273172,1531,-0.5101,33,743484,4260,8796717.32,51717,2022,6
14,8,Moje krásná příšerka,Bohemia Motion Pictures a.s.,RUS,"2D, MP4",3,25,256943,1591,-0.6689,112,891630,6134,2368622,16458,2022,6
15,11,Vřískot,Forum Film Czech s.r.o.,USA,2D,5,12,211034,1217,-0.5363,34,578682.8,3411,5232194.54,31127,2022,6
16,19,Myši patří do nebe,"Cinemart, a.s.",CZE,2D,19,19,116199,993,-0.0578,31,167908,1790,15296009.8,114864,2022,6
17,12,Ulička přízraků ,FALCON a.s.,USA,2D,3,24,110443,649,-0.7433,81,576956.1,3307,1985634.5,11604,2022,6
18,14,Šťastný nový rok 2,FALCON a.s.,CZE,2D,8,12,102662,665,-0.6089,47,370660,2658,14266632.32,89847,2022,6
19,53,Margrete – Královna severu,FILM EUROPE s.r.o.,DNK,"2D, MP4",1,26,100375,653,14.3337,2,6546,38,224009,1880,2022,6
20,18,C’mon C’mon,AEROFILMS s.r.o.,USA,"2D, MP4",4,20,95930,673,-0.2659,35,199974,1452,1012362,7320,2022,6
1,20,Mimořádná událost,"Cinemart, a.s.",CZE,2D,1,225,4047892.77,25881,49.4724,14,128150,2064,4176042.77,28088,2022,5
2,2,Spider-Man: Bez domova,FALCON a.s.,USA,"2D, 3D, 4D3, DB2, 2DL",8,86,2694819.81,16367,0.0086,105,3284552.41,19755,97467276.35,586220,2022,5
3,1,Srdce na dlani,"Cinemart, a.s.",CZE,2D,3,114,2672296,16222,-0.3884,183,5346462.34,33280,16148264.63,102160,2022,5
4,3,Zpívej 2,"Cinemart, a.s.",USA,2D,7,108,1877628.42,12525,0.4561,78,1603719.32,10712,17537562.64,117290,2022,5
5,,Moonfall,"AQS, a.s. (divize BIOSCOP)",USA,"2D, IM2, 4D2, DB2",1,181,1632234.2,9240,,20,71845,520,1704079.2,9760,2022,5
6,4,Velký červený pes Clifford,"Cinemart, a.s.",USA,2D,5,89,1611397,10602,0.3582,95,1415237,9585,8382653,55909,2022,5
7,12,Encanto,FALCON a.s.,USA,"2D, 3D",11,41,779659,5409,0.7508,35,540219,3719,9207644.8,61710,2022,5
8,5,Moje krásná příšerka,Bohemia Motion Pictures a.s.,RUS,"2D, MP4",2,107,775860,5364,-0.2662,168,1178298,8477,1995549,14094,2022,5
9,,Tajemství staré bambitky 2,"AQS, a.s. (divize BIOSCOP)",CZE,2D,-1,30,637763,3633,,,,,637763,3633,2022,5
10,7,Kingsman: První mise,FALCON a.s.,USA,2D,5,24,557534,3134,-0.2012,53,904285,5276,8337540.66,49061,2022,5
11,8,Vřískot,Forum Film Czech s.r.o.,USA,2D,4,30,455041.8,2662,-0.3369,67,866390.66,5174,4895434.54,29144,2022,5
12,6,Ulička přízraků ,FALCON a.s.,USA,"2D, DB2",2,69,430121.1,2444,-0.5819,163,1295467.4,7652,1725588.5,10096,2022,5
13,10,Klan Gucci,Forum Film Czech s.r.o.,USA,2D,11,23,415786.32,2300,-0.2032,36,685679.1,4001,19473040.35,114142,2022,5
14,13,Šťastný nový rok 2,FALCON a.s.,CZE,2D,7,31,262479,1608,-0.3271,65,493051,3190,14048959.32,88269,2022,5
15,15,Krotitelé duchů: Odkaz,FALCON a.s.,USA,2D,5,30,224693,1419,-0.2164,50,341789,2158,3584651,22597,2022,5
16,21,Bod varu,AEROFILMS s.r.o.,GBR,2D,1,26,160777,1000,2.4679,5,100702,731,723809,4884,2022,5
17,11,Zlato,"Cinemart, a.s.",AUS,2D,2,52,150106,875,-0.7027,138,611226,3662,761332,4680,2022,5
18,16,Cmon Cmon,AEROFILMS s.r.o.,USA,2D,3,21,130668,942,-0.2505,48,242409,1652,827069,6007,2022,5
19,18,Myši patří do nebe,"Cinemart, a.s.",CZE,2D,18,25,123318,1232,-0.001,38,226771,2495,15135220.8,113313,2022,5
20,14,Spencer,Forum Film Czech s.r.o.,GBR,2D,3,26,109394,691,-0.6322,93,402140,2413,1251555.06,7727,2022,5
1,1,Srdce na dlani,"Cinemart, a.s.",CZE,2D,2,165,4369027,26969,-0.2688,228,7440938.29,47655,12498533.29,79627,2022,4
2,2,Spider-Man: Bez domova,FALCON a.s.,USA,"2D, 3D, IM2, 4D2, 4D3, DB2, 2DL",7,97,2671691.69,15890,-0.1827,108,3903786.4,22877,94159595.82,565988,2022,4
3,3,Zpívej 2,"Cinemart, a.s.",USA,2D,6,71,1289484.32,8293,-0.1589,118,1695578,11422,15345699.22,102346,2022,4
4,4,Velký červený pes Clifford,"Cinemart, a.s.",USA,2D,4,86,1186414,7791,-0.0677,117,1398678.32,9178,6542433,43513,2022,4
5,20,Moje krásná příšerka,Bohemia Motion Pictures a.s.,RUS,"2D, MP4",1,165,1057212,7659,24.542,13,41391,253,1098603,7912,2022,4
6,,Ulička přízraků ,FALCON a.s.,USA,"2D, DB2",1,146,1028527.4,6102,,,,,1028527.4,6102,2022,4
7,6,Kingsman: První mise,FALCON a.s.,USA,"2D, DB2",4,39,697926,3981,-0.2048,72,1137870,6533,7573647.66,44632,2022,4
8,5,Vřískot,Forum Film Czech s.r.o.,USA,"2D, 4D2",3,54,686146.66,3988,-0.3102,73,1273855.54,7469,4260148.74,25296,2022,4
9,8,Klan Gucci,Forum Film Czech s.r.o.,USA,2D,10,28,521764.1,2955,-0.0255,39,727767.4,4426,18893339.03,110796,2022,4
10,,Zlato,"Cinemart, a.s.",AUS,2D,1,121,504805,2965,,1,0,143,504805,3108,2022,4
11,10,Encanto,FALCON a.s.,USA,"2D, 3D",10,30,445309,2858,0.0968,32,458753,3107,8333075.8,55440,2022,4
12,7,Šťastný nový rok 2,FALCON a.s.,CZE,2D,6,48,390039,2464,-0.3189,65,741203,4584,13683468.32,85935,2022,4
13,9,Spencer,Forum Film Czech s.r.o.,GBR,2D,2,77,297351,1740,-0.4307,166,716984.06,4354,1037372.06,6363,2022,4
14,11,Krotitelé duchů: Odkaz,FALCON a.s.,USA,2D,4,44,286733,1761,-0.2099,78,406661,2574,3304902,20781,2022,4
15,12,Cmon Cmon,AEROFILMS s.r.o.,USA,2D,2,33,174318,1151,-0.3914,53,389604,2777,628310,4564,2022,4
16,13,Matrix Resurrections,Vertical Entertainment s.r.o.,USA,2D,6,23,154206,838,-0.3477,47,314640,1781,12149124.45,69506,2022,4
17,14,Myši patří do nebe,"Cinemart, a.s.",CZE,2D,17,20,123441,994,0.0785,31,135242,1425,14908572.8,110580,2022,4
18,15,Duna,Vertical Entertainment s.r.o.,USA,"2D, IM3",15,14,115614,587,0.0301,14,177979,938,50632123.73,273886,2022,4
19,,Mimořádná událost,"Cinemart, a.s.",CZE,2D,-1,4,80200,761,,1,0,143,80200,904,2022,4
20,22,Bod varu,AEROFILMS s.r.o.,GBR,2D,-1,5,46361,351,0.4607,6,49836,350,508691,3504,2022,4
1,18,Srdce na dlani,"Cinemart, a.s.",CZE,2D,1,220,5974951.95,38206,131.541,40,607492,4528,6663519.95,43209,2022,3
2,1,Spider-Man: Bez domova,FALCON a.s.,USA,"2D, 3D, IM2, 4D2, 4D3, DB2",6,97,3268566.4,19116,-0.3923,147,6293970.98,37909,90852684.13,546337,2022,3
3,2,Zpívej 2,"Cinemart, a.s.",USA,2D,5,113,1533016,10271,-0.2506,125,2256044,15029,13893652.9,92902,2022,3
4,5,Velký červený pes Clifford,"Cinemart, a.s.",USA,2D,3,113,1272534.32,8357,-0.25,134,1845331.68,12357,5229875,34901,2022,3
5,3,Vřískot,Forum Film Czech s.r.o.,USA,"2D, 4DX, 4D2",2,63,999684.88,5820,-0.4542,180,2270264.54,13661,3299831.42,19659,2022,3
6,6,Kingsman: První mise,FALCON a.s.,USA,"2D, DB2",3,60,877577,5002,-0.4739,147,2070912.56,12718,6615428.66,39120,2022,3
7,4,Šťastný nový rok 2,FALCON a.s.,CZE,2D,5,47,572587,3279,-0.6663,135,2080791,12800,13124813.32,82166,2022,3
8,8,Klan Gucci,Forum Film Czech s.r.o.,USA,2D,9,33,535389.4,3094,-0.3169,61,1028301,6141,18179476.93,106511,2022,3
9,,Spencer,Forum Film Czech s.r.o.,GBR,2D,1,138,522981.06,3121,,3,0,139,546018.06,3390,2022,3
10,10,Encanto,FALCON a.s.,USA,2D,9,29,405996,2676,-0.0616,30,485667,3258,7835009.8,52151,2022,3
11,7,Krotitelé duchů: Odkaz,FALCON a.s.,USA,2D,3,74,362879,2285,-0.5596,140,922012,5770,2974387,18731,2022,3
12,22,Cmon Cmon,AEROFILMS s.r.o.,USA,2D,1,38,286389,2064,7.3342,7,64388,636,350777,2700,2022,3
13,9,Matrix Resurrections,Vertical Entertainment s.r.o.,USA,2D,5,32,236373,1306,-0.5873,98,730875,4168,11916651.45,68193,2022,3
14,15,Myši patří do nebe,"Cinemart, a.s.",CZE,2D,16,28,114446,1157,0.6148,19,74110,620,14764335.8,109318,2022,3
15,12,Duna,Vertical Entertainment s.r.o.,USA,"2D, IM3",14,9,112233,560,-0.0305,19,151500,923,50450763.73,272921,2022,3
16,11,Tři přání pro Popelku,BONTONFILM a.s.,NOR,2D,5,43,79869,651,-0.6334,94,230192,1797,2643863,18408,2022,3
17,,Margrete – Královna severu,FILM EUROPE s.r.o.,DNK,"2D, MP4",-3,18,73708,560,,5,18703,441,92411,1001,2022,3
18,,Divoch,FILM EUROPE s.r.o.,DNK,"2D, MP4",-16,15,65040,490,,3,12430,93,77470,583,2022,3
19,,Tove,FILM EUROPE s.r.o.,FIN,"2D, MP4",-5,12,61232,452,,2,3161,25,64393,477,2022,3
20,,Moje krásná příšerka,Bohemia Motion Pictures a.s.,RUS,2D,-1,13,41391,253,,,,,41391,253,2022,3
1,1,Spider-Man: Bez domova,FALCON a.s.,USA,"2D, 3D, IM2, 4D2, 4D3, DB2",5,136,5378142.98,32354,-0.2605,135,8613339.27,51496,86668289.73,521666,2022,2
2,4,Zpívej 2,"Cinemart, a.s.",USA,2D,4,122,2045591,13651,-0.0977,115,2482528,16322,12150183.9,81253,2022,2
3,,Vřískot,Forum Film Czech s.r.o.,USA,"2D, 4DX",1,166,1831578.54,11061,,14,29882,178,1861460.54,11239,2022,2
4,3,Šťastný nový rok 2,FALCON a.s.,CZE,2D,4,118,1715398,10435,-0.3417,165,3160511,19526,12186833.32,76522,2022,2
5,5,Velký červený pes Clifford,"Cinemart, a.s.",USA,2D,2,131,1696555.68,11403,-0.0122,144,1920931,12782,3808564.68,25590,2022,2
6,2,Kingsman: První mise,FALCON a.s.,USA,"2D, IM2, DB2",2,135,1667772.22,10279,-0.3995,173,3403618.1,19920,5334711.32,31679,2022,2
7,6,Krotitelé duchů: Odkaz,FALCON a.s.,USA,"2D, DB2",2,126,823806,5150,-0.4005,180,1583751,10038,2513302,15826,2022,2
8,8,Klan Gucci,Forum Film Czech s.r.o.,USA,2D,8,41,778617,4442,-0.0494,47,1103334.1,6401,17394403.53,101718,2022,2
9,7,Matrix Resurrections,Vertical Entertainment s.r.o.,USA,"2D, IM2, DB2",4,77,572723,3238,-0.4102,121,1254230.22,7202,11522126.45,65957,2022,2
10,9,Encanto,FALCON a.s.,USA,"2D, 3D",8,28,432616,2930,0.2385,26,380158,2539,7375962.8,49147,2022,2
11,10,Tři přání pro Popelku,BONTONFILM a.s.,NOR,"2D, MP4",4,90,217808,1712,-0.0854,91,261480,1980,2551610,17672,2022,2
12,11,Duna,Vertical Entertainment s.r.o.,USA,2D,13,14,115758,690,-0.1796,14,185513,1098,50302788.73,272128,2022,2
13,36,Bod varu,AEROFILMS s.r.o.,GBR,2D,-3,5,74391,504,11.8481,3,86029,511,382294,2542,2022,2
14,14,Myši patří do nebe,"Cinemart, a.s.",CZE,2D,15,18,70870,566,0.1247,16,82137,717,14646649.8,108107,2022,2
15,12,Přání Ježíškovi,"AQS, a.s. (divize BIOSCOP)",CZE,2D,10,15,57492,454,-0.5163,50,184410,1619,26635417.34,173471,2022,2
16,,Hrdina,Pilot Film s.r.o.,IRN,2D,-1,2,50529,400,,,,,50529,400,2022,2
17,,Srdce na dlani,"Cinemart, a.s.",CZE,2D,-1,2,45080,322,,4,81076,475,126156,797,2022,2
18,15,West Side Story,FALCON a.s.,USA,2D,6,18,39252,324,-0.3657,16,77143,569,1172743.64,7818,2022,2
19,27,Dračí princezna ,BONTONFILM a.s.,NOR,"2D, MP4",5,27,38510,362,1.3855,21,16383,130,741699,6209,2022,2
20,16,"Francouzská depeše Liberty, Kansas Evening Sun",FALCON a.s.,USA,2D,9,11,36221,265,-0.1781,13,66727,508,2052220,13743,2022,2
1,1,Spider-Man: Bez domova,FALCON a.s.,USA,"2D, 3D, IM2, 4D2, 4D3, DB2",4,116,7272322.92,43411,-0.0975,119,10307553.96,60437,79949130.4,481227,2022,1
2,9,Kingsman: První mise,FALCON a.s.,USA,"2D, IM2, DB2",1,163,2776862.1,16207,9.5455,27,263321,1480,3040183.1,17687,2022,1
3,2,Šťastný nový rok 2,FALCON a.s.,CZE,2D,3,143,2605734,16025,-0.3752,192,5054206.32,32243,9916658.32,62586,2022,1
4,3,Zpívej 2,"Cinemart, a.s.",USA,2D,3,114,2267052,14979,-0.0899,127,2820187.16,18650,9889116.9,66259,2022,1
5,11,Velký červený pes Clifford,"Cinemart, a.s.",USA,2D,1,141,1717367,11460,10.114,35,159755,1183,1908445,12865,2022,1
6,13,Krotitelé duchů: Odkaz,FALCON a.s.,USA,"2D, 3D, DB2",1,173,1374101,8739,11.9944,20,105745,638,1479846,9377,2022,1
7,4,Matrix Resurrections,Vertical Entertainment s.r.o.,USA,"2D, IM2, 4D2, DB2",3,97,970958,5542,-0.4152,133,2243853.93,12446,10666131.23,61059,2022,1
8,5,Klan Gucci,Forum Film Czech s.r.o.,USA,2D,7,34,819043.1,4604,0.1876,47,1120135.8,6675,16331495.53,95479,2022,1
9,6,Encanto,FALCON a.s.,USA,"2D, 3D",7,23,349290,2218,-0.3581,35,595030,3738,6912478.8,45896,2022,1
10,7,Tři přání pro Popelku,BONTONFILM a.s.,NOR,"2D, MP4",3,83,238129,1792,-0.5235,96,565923,3727,2310451,15772,2022,1
11,14,Duna,Vertical Entertainment s.r.o.,USA,2D,12,9,141097,819,0.5627,11,162021,989,50142614.73,271159,2022,1
12,8,Přání Ježíškovi,"AQS, a.s. (divize BIOSCOP)",CZE,"2D, MP4",9,24,118839,805,-0.5978,48,385283,2479,26512354.34,172203,2022,1
13,12,Myši patří do nebe,"Cinemart, a.s.",CZE,2D,14,13,63012,465,-0.4411,27,124614,1083,14556654.8,107289,2022,1
14,18,West Side Story,FALCON a.s.,USA,2D,5,14,61877,433,0.5683,17,53932,425,1118225.64,7358,2022,1
15,22,"Francouzská depeše Liberty, Kansas Evening Sun",FALCON a.s.,USA,2D,8,8,44065,315,0.675,14,59178,444,1993337,13285,2022,1
16,24,Zátopek,FALCON a.s.,CZE,"2D, DB2",20,6,33488,312,0.4198,13,52918,508,59418532.72,394376,2022,1
17,,Síla,Artcam Films s.r.o.,CZE,"2D, MP4",1,14,32604,234,,1,19525,322,107957,978,2022,1
18,20,Karel,BONTONFILM a.s.,CZE,"2D, MP4",14,13,31490,285,-0.0681,18,41090,535,58857780.12,391775,2022,1
19,40,Croodsovi: Nový věk,"Cinemart, a.s.",USA,"DVD, 2D, BR",25,8,26855,332,3.865,1,5520,95,15208608.46,104654,2022,1
20,31,Benedetta,AEROFILMS s.r.o.,FRA,"2D, MP4",6,7,25716,185,1.1125,15,35934,294,648854,4447,2022,1
1,1,Spider-Man: Bez domova,FALCON a.s.,USA,"2D, 3D, IM2, 4D2, 4D3, DB2",3,98,7974900.86,46794,0.4,126,16887803.49,101268,70079417.86,424377,2021,53
2,5,Šťastný nový rok 2,FALCON a.s.,CZE,2D,2,172,4140715.32,26347,9.6006,119,1952399.2,12663,6436383.52,40868,2021,53
3,3,Zpívej 2,"Cinemart, a.s.",USA,2D,2,126,2490380.16,16561,0.8053,168,4296342.74,29467,7276629.9,49068,2021,53
4,2,Matrix Resurrections,Vertical Entertainment s.r.o.,USA,"2D, IM2, 4D2, DB2",2,104,1630768.41,9039,-0.3816,188,5558988.86,32509,9002915.71,51888,2021,53
